case,candidate,kind,first_period,second_period,Ms,cap,growth,zero_mode,N,failures,F,upper95,survivors,survivor_reservation_s
xor_groups,0,2,0.2,0.2,0.0,0.0,0.0,0.0,2000,46,0.023,0.029313374622674755,1954,471.8591999997618
xor_groups,1,2,0.5,0.5,0.0,0.0,0.0,0.0,2000,107,0.0535,0.06252584248880375,1893,188.74367999994587
xor_groups,2,2,1,1,0.0,0.0,0.0,0.0,2000,186,0.093,0.10437980905092528,1814,94.37183999997274
xor_groups,3,2,2,2,0.0,0.0,0.0,0.0,2000,340,0.17,0.184422352451521,1660,47.18591999998632
xor_groups,4,2,5,5,0.0,0.0,0.0,0.0,2000,766,0.383,0.4012483252848828,1234,18.87436799999449
xor_groups,5,2,10,10,0.0,0.0,0.0,0.0,2000,1198,0.599,0.6171599421132412,802,9.43718399999722
xor_groups,6,2,20,20,0.0,0.0,0.0,0.0,2000,1661,0.8305,0.8441847521566878,339,4.718591999998592
xor_groups,7,2,30,30,0.0,0.0,0.0,0.0,2000,1828,0.914,0.924107034583031,172,3.1457279999990746
xor_groups,8,2,60,60,0.0,0.0,0.0,0.0,2000,1973,0.9865,0.9904543294819941,27,1.572863999999511
xor_groups,9,2,100,100,0.0,0.0,0.0,0.0,2000,1994,0.997,0.9986927120394709,6,0.9437183999997281
xor_groups,10,2,150,150,0.0,0.0,0.0,0.0,2000,1999,0.9995,0.9999743536816786,1,0.629145599999837
xor_groups,11,2,300,300,0.0,0.0,0.0,0.0,2000,2000,1.0,1.0,0,nan
xor_groups,12,3,0.2,0.2,0.0,0.0,0.0,0.0,2000,46,0.023,0.029313374622674755,1954,471.8591999997618
xor_groups,13,3,0.2,0.5,0.0,0.0,0.0,0.0,2000,75,0.0375,0.045260929690788806,1925,330.30143999984284
xor_groups,14,3,0.2,1,0.0,0.0,0.0,0.0,2000,111,0.0555,0.06466740513019295,1889,283.1155199998743
xor_groups,15,3,0.2,2,0.0,0.0,0.0,0.0,2000,193,0.0965,0.10805362671499132,1807,259.5225599998899
xor_groups,16,3,0.2,5,0.0,0.0,0.0,0.0,2000,445,0.2225,0.23834462158656908,1555,245.3667839998938
xor_groups,17,3,0.2,10,0.0,0.0,0.0,0.0,2000,726,0.363,0.38107705985612417,1274,240.64819199989432
xor_groups,18,3,0.2,20,0.0,0.0,0.0,0.0,2000,1157,0.5785,0.5968181162830519,843,238.28889599989455
xor_groups,19,3,0.2,30,0.0,0.0,0.0,0.0,2000,1403,0.7015,0.7183541249358196,597,237.5024639998947
xor_groups,20,3,0.2,60,0.0,0.0,0.0,0.0,2000,1740,0.87,0.8822119874084958,260,236.7160319998948
xor_groups,21,3,0.2,100,0.0,0.0,0.0,0.0,2000,1901,0.9505,0.9582329480689521,99,236.4014591998949
xor_groups,22,3,0.2,150,0.0,0.0,0.0,0.0,2000,1957,0.9785,0.9835562218994616,43,236.24417279989495
xor_groups,23,3,0.2,300,0.0,0.0,0.0,0.0,2000,1991,0.9955,0.9976504432404225,9,236.08688639989492
xor_groups,24,3,0.5,0.2,0.0,0.0,0.0,0.0,2000,79,0.0395,0.047434185870380154,1921,330.3014399998879
xor_groups,25,3,0.5,0.5,0.0,0.0,0.0,0.0,2000,107,0.0535,0.06252584248880375,1893,188.74367999994587
xor_groups,26,3,0.5,1,0.0,0.0,0.0,0.0,2000,143,0.0715,0.0817016273115635,1857,141.55775999995177
xor_groups,27,3,0.5,2,0.0,0.0,0.0,0.0,2000,225,0.1125,0.12479570959045679,1775,117.96479999995472
xor_groups,28,3,0.5,5,0.0,0.0,0.0,0.0,2000,472,0.236,0.252149316175137,1528,103.80902399995655
xor_groups,29,3,0.5,10,0.0,0.0,0.0,0.0,2000,749,0.3745,0.3926795026137528,1251,99.09043199995713
xor_groups,30,3,0.5,20,0.0,0.0,0.0,0.0,2000,1173,0.5865,0.604760243181586,827,96.73113599995742
xor_groups,31,3,0.5,30,0.0,0.0,0.0,0.0,2000,1413,0.7065,0.7232665663046662,587,95.94470399995751
xor_groups,32,3,0.5,60,0.0,0.0,0.0,0.0,2000,1745,0.8725,0.8846073742290022,255,95.15827199995762
xor_groups,33,3,0.5,100,0.0,0.0,0.0,0.0,2000,1902,0.951,0.9586940761868555,98,94.84369919995765
xor_groups,34,3,0.5,150,0.0,0.0,0.0,0.0,2000,1958,0.979,0.9839945007949248,42,94.68641279995774
xor_groups,35,3,0.5,300,0.0,0.0,0.0,0.0,2000,1991,0.9955,0.9976504432404225,9,94.52912639995772
xor_groups,36,3,1,0.2,0.0,0.0,0.0,0.0,2000,125,0.0625,0.07213991040338187,1875,283.11551999993435
xor_groups,37,3,1,0.5,0.0,0.0,0.0,0.0,2000,152,0.076,0.08646575962663396,1848,141.5577599999669
xor_groups,38,3,1,1,0.0,0.0,0.0,0.0,2000,186,0.093,0.10437980905092528,1814,94.37183999997274
xor_groups,39,3,1,2,0.0,0.0,0.0,0.0,2000,267,0.1335,0.14665838696753536,1733,70.7788799999757
xor_groups,40,3,1,5,0.0,0.0,0.0,0.0,2000,510,0.255,0.27154140801699367,1490,56.6231039999775
xor_groups,41,3,1,10,0.0,0.0,0.0,0.0,2000,780,0.39,0.40830066291249256,1220,51.90451199997808
xor_groups,42,3,1,20,0.0,0.0,0.0,0.0,2000,1198,0.599,0.6171599421132412,802,49.54521599997837
xor_groups,43,3,1,30,0.0,0.0,0.0,0.0,2000,1428,0.714,0.7306306536371211,572,48.75878399997845
xor_groups,44,3,1,60,0.0,0.0,0.0,0.0,2000,1754,0.877,0.8889151381361893,246,47.972351999978535
xor_groups,45,3,1,100,0.0,0.0,0.0,0.0,2000,1907,0.9535,0.9609962107383188,93,47.6577791999786
xor_groups,46,3,1,150,0.0,0.0,0.0,0.0,2000,1960,0.98,0.9848686736633939,40,47.500492799978645
xor_groups,47,3,1,300,0.0,0.0,0.0,0.0,2000,1992,0.996,0.9980080838900548,8,47.34320639997864
xor_groups,48,3,2,0.2,0.0,0.0,0.0,0.0,2000,203,0.1015,0.11329444016158306,1797,259.5225599999577
xor_groups,49,3,2,0.5,0.0,0.0,0.0,0.0,2000,229,0.1145,0.12688293961091707,1771,117.96479999997749
xor_groups,50,3,2,1,0.0,0.0,0.0,0.0,2000,263,0.1315,0.1445810053973397,1737,70.77887999998336
xor_groups,51,3,2,2,0.0,0.0,0.0,0.0,2000,340,0.17,0.184422352451521,1660,47.18591999998632
xor_groups,52,3,2,5,0.0,0.0,0.0,0.0,2000,575,0.2875,0.30462073598883765,1425,33.030143999988134
xor_groups,53,3,2,10,0.0,0.0,0.0,0.0,2000,839,0.4195,0.4379790278772192,1161,28.3115519999887
xor_groups,54,3,2,20,0.0,0.0,0.0,0.0,2000,1234,0.617,0.6349940275522454,766,25.952255999988985
xor_groups,55,3,2,30,0.0,0.0,0.0,0.0,2000,1457,0.7285,0.7448518784646918,543,25.165823999989076
xor_groups,56,3,2,60,0.0,0.0,0.0,0.0,2000,1766,0.883,0.8946505961444481,234,24.379391999989185
xor_groups,57,3,2,100,0.0,0.0,0.0,0.0,2000,1913,0.9565,0.9637505728465469,87,24.064819199989223
xor_groups,58,3,2,150,0.0,0.0,0.0,0.0,2000,1964,0.982,0.9866066170383299,36,23.907532799989283
xor_groups,59,3,2,300,0.0,0.0,0.0,0.0,2000,1993,0.9965,0.9983562257810589,7,23.750246399989273
xor_groups,60,3,5,0.2,0.0,0.0,0.0,0.0,2000,440,0.22,0.23578569036805008,1560,245.36678399996651
xor_groups,61,3,5,0.5,0.0,0.0,0.0,0.0,2000,466,0.233,0.24908354068208907,1534,103.80902399998419
xor_groups,62,3,5,1,0.0,0.0,0.0,0.0,2000,493,0.2465,0.26287112859263145,1507,56.62310399999008
xor_groups,63,3,5,2,0.0,0.0,0.0,0.0,2000,557,0.2785,0.29547126561651643,1443,33.03014399999281
xor_groups,64,3,5,5,0.0,0.0,0.0,0.0,2000,766,0.383,0.4012483252848828,1234,18.87436799999449
xor_groups,65,3,5,10,0.0,0.0,0.0,0.0,2000,990,0.495,0.5136357516900094,1010,14.155775999995079
xor_groups,66,3,5,20,0.0,0.0,0.0,0.0,2000,1342,0.671,0.6883374870675343,658,11.796479999995421
xor_groups,67,3,5,30,0.0,0.0,0.0,0.0,2000,1524,0.762,0.7776217236802581,476,11.01004799999553
xor_groups,68,3,5,60,0.0,0.0,0.0,0.0,2000,1794,0.897,0.9079932658280577,206,10.223615999995646
xor_groups,69,3,5,100,0.0,0.0,0.0,0.0,2000,1922,0.961,0.967863426146008,78,9.909043199995708
xor_groups,70,3,5,150,0.0,0.0,0.0,0.0,2000,1965,0.9825,0.9870387313545996,35,9.751756799995757
xor_groups,71,3,5,300,0.0,0.0,0.0,0.0,2000,1994,0.997,0.9986927120394709,6,9.594470399995759
xor_groups,72,3,10,0.2,0.0,0.0,0.0,0.0,2000,740,0.37,0.3881407031255382,1260,240.64819199996867
xor_groups,73,3,10,0.5,0.0,0.0,0.0,0.0,2000,757,0.3785,0.396712613883895,1243,99.09043199998642
xor_groups,74,3,10,1,0.0,0.0,0.0,0.0,2000,780,0.39,0.40830066291249256,1220,51.90451199999198
xor_groups,75,3,10,2,0.0,0.0,0.0,0.0,2000,831,0.4155,0.4339587878942743,1169,28.311551999994716
xor_groups,76,3,10,5,0.0,0.0,0.0,0.0,2000,1012,0.506,0.52462339903277,988,14.155775999996516
xor_groups,77,3,10,10,0.0,0.0,0.0,0.0,2000,1198,0.599,0.6171599421132412,802,9.43718399999722
xor_groups,78,3,10,20,0.0,0.0,0.0,0.0,2000,1481,0.7405,0.7566045921232565,519,7.077887999997562
xor_groups,79,3,10,30,0.0,0.0,0.0,0.0,2000,1624,0.812,0.8262753901263121,376,6.291455999997666
xor_groups,80,3,10,60,0.0,0.0,0.0,0.0,2000,1840,0.92,0.9297668792093643,160,5.5050239999977695
xor_groups,81,3,10,100,0.0,0.0,0.0,0.0,2000,1937,0.9685,0.9746582954190227,63,5.190451199997823
xor_groups,82,3,10,150,0.0,0.0,0.0,0.0,2000,1976,0.988,0.9917120789603595,24,5.033164799997877
xor_groups,83,3,10,300,0.0,0.0,0.0,0.0,2000,1997,0.9985,0.9995910333598605,3,4.875878399997876
xor_groups,84,3,20,0.2,0.0,0.0,0.0,0.0,2000,1177,0.5885,0.6067450071776954,823,238.28889599996987
xor_groups,85,3,20,0.5,0.0,0.0,0.0,0.0,2000,1190,0.595,0.6131933566686839,810,96.73113599998746
xor_groups,86,3,20,1,0.0,0.0,0.0,0.0,2000,1207,0.6035,0.6216208576421154,793,49.54521599999292
xor_groups,87,3,20,2,0.0,0.0,0.0,0.0,2000,1240,0.62,0.6379638732323825,760,25.95225599999572
xor_groups,88,3,20,5,0.0,0.0,0.0,0.0,2000,1355,0.6775,0.694741601041315,645,11.7964799999976
xor_groups,89,3,20,10,0.0,0.0,0.0,0.0,2000,1468,0.734,0.7502404459551129,532,7.077887999998284
xor_groups,90,3,20,20,0.0,0.0,0.0,0.0,2000,1661,0.8305,0.8441847521566878,339,4.718591999998592
xor_groups,91,3,20,30,0.0,0.0,0.0,0.0,2000,1747,0.8735,0.8855650971950451,253,3.9321599999986954
xor_groups,92,3,20,60,0.0,0.0,0.0,0.0,2000,1893,0.9465,0.9545360526501501,107,3.1457279999988046
xor_groups,93,3,20,100,0.0,0.0,0.0,0.0,2000,1957,0.9785,0.9835562218994616,43,2.831155199998859
xor_groups,94,3,20,150,0.0,0.0,0.0,0.0,2000,1986,0.993,0.9957632195015942,14,2.6738687999989135
xor_groups,95,3,20,300,0.0,0.0,0.0,0.0,2000,1999,0.9995,0.9999743536816786,1,2.516582399998913
xor_groups,96,3,30,0.2,0.0,0.0,0.0,0.0,2000,1430,0.715,0.7316121114511163,570,237.5024639999702
xor_groups,97,3,30,0.5,0.0,0.0,0.0,0.0,2000,1441,0.7205,0.7370083347104652,559,95.94470399998781
xor_groups,98,3,30,1,0.0,0.0,0.0,0.0,2000,1454,0.727,0.743381717957011,546,48.75878399999326
xor_groups,99,3,30,2,0.0,0.0,0.0,0.0,2000,1477,0.7385,0.7546468792377848,523,25.165823999996086
xor_groups,100,3,30,5,0.0,0.0,0.0,0.0,2000,1562,0.781,0.796149295698617,438,11.010047999997992
xor_groups,101,3,30,10,0.0,0.0,0.0,0.0,2000,1634,0.817,0.8311212292084603,366,6.291455999998658
xor_groups,102,3,30,20,0.0,0.0,0.0,0.0,2000,1762,0.881,0.8927398533274002,238,3.9321599999989667
xor_groups,103,3,30,30,0.0,0.0,0.0,0.0,2000,1828,0.914,0.924107034583031,172,3.1457279999990746
xor_groups,104,3,30,60,0.0,0.0,0.0,0.0,2000,1933,0.9665,0.972854655929354,67,2.3592959999991834
xor_groups,105,3,30,100,0.0,0.0,0.0,0.0,2000,1973,0.9865,0.9904543294819941,27,2.044723199999239
xor_groups,106,3,30,150,0.0,0.0,0.0,0.0,2000,1992,0.996,0.9980080838900548,8,1.8874367999992931
xor_groups,107,3,30,300,0.0,0.0,0.0,0.0,2000,1998,0.999,0.9998222905993256,2,1.7301503999992933
xor_groups,108,3,60,0.2,0.0,0.0,0.0,0.0,2000,1767,0.8835,0.8951281096242906,233,236.7160319999706
xor_groups,109,3,60,0.5,0.0,0.0,0.0,0.0,2000,1771,0.8855,0.8970374630126505,229,95.15827199998809
xor_groups,110,3,60,1,0.0,0.0,0.0,0.0,2000,1773,0.8865,0.8979917137978647,227,47.972351999993556
xor_groups,111,3,60,2,0.0,0.0,0.0,0.0,2000,1779,0.8895,0.9008527228062497,221,24.379391999996404
xor_groups,112,3,60,5,0.0,0.0,0.0,0.0,2000,1819,0.9095,0.9198521927671769,181,10.223615999998326
xor_groups,113,3,60,10,0.0,0.0,0.0,0.0,2000,1845,0.9225,0.9321203407215863,155,5.5050239999989765
xor_groups,114,3,60,20,0.0,0.0,0.0,0.0,2000,1889,0.9445,0.9526826596517234,111,3.1457279999992918
xor_groups,115,3,60,30,0.0,0.0,0.0,0.0,2000,1925,0.9625,0.9692288495134487,75,2.3592959999994023
xor_groups,116,3,60,60,0.0,0.0,0.0,0.0,2000,1973,0.9865,0.9904543294819941,27,1.572863999999511
xor_groups,117,3,60,100,0.0,0.0,0.0,0.0,2000,1988,0.994,0.9965343579754768,12,1.2582911999995654
xor_groups,118,3,60,150,0.0,0.0,0.0,0.0,2000,1998,0.999,0.9998222905993256,2,1.1010047999996198
xor_groups,119,3,60,300,0.0,0.0,0.0,0.0,2000,1999,0.9995,0.9999743536816786,1,0.9437183999996199
xor_groups,120,3,100,0.2,0.0,0.0,0.0,0.0,2000,1911,0.9555,0.9628334932268553,89,236.4014591999707
xor_groups,121,3,100,0.5,0.0,0.0,0.0,0.0,2000,1911,0.9555,0.9628334932268553,89,94.84369919998822
xor_groups,122,3,100,1,0.0,0.0,0.0,0.0,2000,1913,0.9565,0.9637505728465469,87,47.65777919999374
xor_groups,123,3,100,2,0.0,0.0,0.0,0.0,2000,1914,0.957,0.9642087073053598,86,24.064819199996563
xor_groups,124,3,100,5,0.0,0.0,0.0,0.0,2000,1925,0.9625,0.9692288495134487,75,9.90904319999849
xor_groups,125,3,100,10,0.0,0.0,0.0,0.0,2000,1936,0.968,0.9742080115466142,64,5.190451199999138
xor_groups,126,3,100,20,0.0,0.0,0.0,0.0,2000,1961,0.9805,0.9853045089574567,39,2.8311551999994555
xor_groups,127,3,100,30,0.0,0.0,0.0,0.0,2000,1974,0.987,0.9908752122274284,26,2.0447231999995643
xor_groups,128,3,100,60,0.0,0.0,0.0,0.0,2000,1991,0.9955,0.9976504432404225,9,1.2582911999996735
xor_groups,129,3,100,100,0.0,0.0,0.0,0.0,2000,1994,0.997,0.9986927120394709,6,0.9437183999997281
xor_groups,130,3,100,150,0.0,0.0,0.0,0.0,2000,1998,0.999,0.9998222905993256,2,0.7864319999997826
xor_groups,131,3,100,300,0.0,0.0,0.0,0.0,2000,1999,0.9995,0.9999743536816786,1,0.6291455999997828
xor_groups,132,3,150,0.2,0.0,0.0,0.0,0.0,2000,1963,0.9815,0.9861735161391525,37,236.24417279997073
xor_groups,133,3,150,0.5,0.0,0.0,0.0,0.0,2000,1963,0.9815,0.9861735161391525,37,94.68641279998829
xor_groups,134,3,150,1,0.0,0.0,0.0,0.0,2000,1963,0.9815,0.9861735161391525,37,47.50049279999378
xor_groups,135,3,150,2,0.0,0.0,0.0,0.0,2000,1964,0.982,0.9866066170383299,36,23.907532799996616
xor_groups,136,3,150,5,0.0,0.0,0.0,0.0,2000,1971,0.9855,0.9896081045615762,29,9.751756799998544
xor_groups,137,3,150,10,0.0,0.0,0.0,0.0,2000,1974,0.987,0.9908752122274284,26,5.03316479999919
xor_groups,138,3,150,20,0.0,0.0,0.0,0.0,2000,1984,0.992,0.9949757757953995,16,2.6738687999995094
xor_groups,139,3,150,30,0.0,0.0,0.0,0.0,2000,1990,0.995,0.9972848682561789,10,1.8874367999996184
xor_groups,140,3,150,60,0.0,0.0,0.0,0.0,2000,1996,0.998,0.9993165615619543,4,1.101004799999728
xor_groups,141,3,150,100,0.0,0.0,0.0,0.0,2000,1996,0.998,0.9993165615619543,4,0.7864319999997826
xor_groups,142,3,150,150,0.0,0.0,0.0,0.0,2000,1999,0.9995,0.9999743536816786,1,0.629145599999837
xor_groups,143,3,150,300,0.0,0.0,0.0,0.0,2000,2000,1.0,1.0,0,nan
xor_groups,144,3,300,0.2,0.0,0.0,0.0,0.0,2000,1997,0.9985,0.9995910333598605,3,236.0868863999708
xor_groups,145,3,300,0.5,0.0,0.0,0.0,0.0,2000,1997,0.9985,0.9995910333598605,3,94.52912639998833
xor_groups,146,3,300,1,0.0,0.0,0.0,0.0,2000,1997,0.9985,0.9995910333598605,3,47.34320639999384
xor_groups,147,3,300,2,0.0,0.0,0.0,0.0,2000,1997,0.9985,0.9995910333598605,3,23.75024639999667
xor_groups,148,3,300,5,0.0,0.0,0.0,0.0,2000,1997,0.9985,0.9995910333598605,3,9.5944703999986
xor_groups,149,3,300,10,0.0,0.0,0.0,0.0,2000,1997,0.9985,0.9995910333598605,3,4.875878399999243
xor_groups,150,3,300,20,0.0,0.0,0.0,0.0,2000,1999,0.9995,0.9999743536816786,1,2.516582399999564
xor_groups,151,3,300,30,0.0,0.0,0.0,0.0,2000,2000,1.0,1.0,0,nan
xor_groups,152,3,300,60,0.0,0.0,0.0,0.0,2000,2000,1.0,1.0,0,nan
xor_groups,153,3,300,100,0.0,0.0,0.0,0.0,2000,2000,1.0,1.0,0,nan
xor_groups,154,3,300,150,0.0,0.0,0.0,0.0,2000,2000,1.0,1.0,0,nan
xor_groups,155,3,300,300,0.0,0.0,0.0,0.0,2000,2000,1.0,1.0,0,nan
xor_groups,156,4,0.2,0.2,0.05,5.0,2.0,0.0,2000,39,0.0195,0.02539364165018301,1961,464.53680440404446
xor_groups,157,4,0.2,0.2,0.05,5.0,2.0,1.0,2000,40,0.02,0.025955913408187734,1960,464.37206379404665
xor_groups,158,4,0.2,0.2,0.05,5.0,3.0,0.0,2000,113,0.0565,0.06573703895879189,1887,163.97702349968813
xor_groups,159,4,0.2,0.2,0.05,5.0,3.0,1.0,2000,128,0.064,0.07373688547871571,1872,139.4736238854302
xor_groups,160,4,0.2,0.2,0.05,20.0,2.0,0.0,2000,39,0.0195,0.02539364165018301,1961,464.53680440404446
xor_groups,161,4,0.2,0.2,0.05,20.0,2.0,1.0,2000,40,0.02,0.025955913408187734,1960,464.37206379404665
xor_groups,162,4,0.2,0.2,0.05,20.0,3.0,0.0,2000,342,0.171,0.18545342884480595,1658,147.28981819826905
xor_groups,163,4,0.2,0.2,0.05,20.0,3.0,1.0,2000,362,0.181,0.19575493855357248,1638,123.51697616211368
xor_groups,164,4,0.2,0.2,0.05,300.0,2.0,0.0,2000,39,0.0195,0.02539364165018301,1961,464.53680440404446
xor_groups,165,4,0.2,0.2,0.05,300.0,2.0,1.0,2000,40,0.02,0.025955913408187734,1960,464.37206379404665
xor_groups,166,4,0.2,0.2,0.05,300.0,3.0,0.0,2000,591,0.2955,0.3127468591677752,1409,140.96193131919367
xor_groups,167,4,0.2,0.2,0.05,300.0,3.0,1.0,2000,594,0.297,0.3142698143478094,1406,117.5935773177475
xor_groups,168,4,0.2,0.2,0.15,5.0,2.0,0.0,2000,40,0.02,0.025955913408187734,1960,462.3847825564955
xor_groups,169,4,0.2,0.2,0.15,5.0,2.0,1.0,2000,40,0.02,0.025955913408187734,1960,462.43289231323007
xor_groups,170,4,0.2,0.2,0.15,5.0,3.0,0.0,2000,218,0.109,0.12114024914969897,1782,87.45661827157967
xor_groups,171,4,0.2,0.2,0.15,5.0,3.0,1.0,2000,216,0.108,0.12009515853104495,1784,81.48678688966261
xor_groups,172,4,0.2,0.2,0.15,20.0,2.0,0.0,2000,40,0.02,0.025955913408187734,1960,462.3847825564955
xor_groups,173,4,0.2,0.2,0.15,20.0,2.0,1.0,2000,40,0.02,0.025955913408187734,1960,462.43289231323007
xor_groups,174,4,0.2,0.2,0.15,20.0,3.0,0.0,2000,494,0.247,0.26338137149974217,1506,73.3615487383587
xor_groups,175,4,0.2,0.2,0.15,20.0,3.0,1.0,2000,511,0.2555,0.2720511725195834,1489,67.55583747049769
xor_groups,176,4,0.2,0.2,0.15,300.0,2.0,0.0,2000,40,0.02,0.025955913408187734,1960,462.3847825564955
xor_groups,177,4,0.2,0.2,0.15,300.0,2.0,1.0,2000,40,0.02,0.025955913408187734,1960,462.43289231323007
xor_groups,178,4,0.2,0.2,0.15,300.0,3.0,0.0,2000,1248,0.624,0.6419225419285317,752,64.1043735191305
xor_groups,179,4,0.2,0.2,0.15,300.0,3.0,1.0,2000,1254,0.627,0.6448906948930264,746,59.18177698228868
xor_groups,180,4,0.2,0.2,0.3,5.0,2.0,0.0,2000,53,0.0265,0.03320024606899739,1947,443.0240539280662
xor_groups,181,4,0.2,0.2,0.3,5.0,2.0,1.0,2000,54,0.027,0.033753212000175295,1946,443.03926144108175
xor_groups,182,4,0.2,0.2,0.3,5.0,3.0,0.0,2000,325,0.1625,0.17668368205678725,1675,48.28928345789641
xor_groups,183,4,0.2,0.2,0.3,5.0,3.0,1.0,2000,312,0.156,0.16996854688686922,1688,47.52993835259286
xor_groups,184,4,0.2,0.2,0.3,20.0,2.0,0.0,2000,75,0.0375,0.045260929690788806,1925,440.74021286210507
xor_groups,185,4,0.2,0.2,0.3,20.0,2.0,1.0,2000,76,0.038,0.04580472391618811,1924,440.78548348084837
xor_groups,186,4,0.2,0.2,0.3,20.0,3.0,0.0,2000,637,0.3185,0.33607549124766023,1363,37.138781668661366
xor_groups,187,4,0.2,0.2,0.3,20.0,3.0,1.0,2000,643,0.3215,0.33911475372289124,1357,36.32387012762406
xor_groups,188,4,0.2,0.2,0.3,300.0,2.0,0.0,2000,154,0.077,0.08752307747411672,1846,439.3376827646653
xor_groups,189,4,0.2,0.2,0.3,300.0,2.0,1.0,2000,155,0.0775,0.08805155519969374,1845,439.2353960132101
xor_groups,190,4,0.2,0.2,0.3,300.0,3.0,0.0,2000,1652,0.826,0.8398336289417078,348,30.375643108037192
xor_groups,191,4,0.2,0.2,0.3,300.0,3.0,1.0,2000,1655,0.8275,0.841284388357024,345,29.61734859129584
singleton_ablation,0,2,0.2,0.2,0.0,0.0,0.0,0.0,2000,37,0.0185,0.02426653037719772,1963,471.85919999976176
singleton_ablation,1,2,0.5,0.5,0.0,0.0,0.0,0.0,2000,108,0.054,0.06306152617975364,1892,188.7436799999459
singleton_ablation,2,2,1,1,0.0,0.0,0.0,0.0,2000,169,0.0845,0.09543816252315049,1831,94.37183999997274
singleton_ablation,3,2,2,2,0.0,0.0,0.0,0.0,2000,355,0.1775,0.19215129202423079,1645,47.18591999998633
singleton_ablation,4,2,5,5,0.0,0.0,0.0,0.0,2000,787,0.3935,0.41182537521346424,1213,18.87436799999449
singleton_ablation,5,2,10,10,0.0,0.0,0.0,0.0,2000,1255,0.6275,0.6453853160578269,745,9.437183999997222
singleton_ablation,6,2,20,20,0.0,0.0,0.0,0.0,2000,1673,0.8365,0.8499807442079279,327,4.7185919999985915
singleton_ablation,7,2,30,30,0.0,0.0,0.0,0.0,2000,1857,0.9285,0.9377560942535953,143,3.1457279999990755
singleton_ablation,8,2,60,60,0.0,0.0,0.0,0.0,2000,1976,0.988,0.9917120789603595,24,1.5728639999995109
singleton_ablation,9,2,100,100,0.0,0.0,0.0,0.0,2000,1997,0.9985,0.9995910333598605,3,0.9437183999997281
singleton_ablation,10,2,150,150,0.0,0.0,0.0,0.0,2000,2000,1.0,1.0,0,nan
singleton_ablation,11,2,300,300,0.0,0.0,0.0,0.0,2000,2000,1.0,1.0,0,nan
singleton_ablation,12,3,0.2,0.2,0.0,0.0,0.0,0.0,2000,37,0.0185,0.02426653037719772,1963,471.85919999976176
singleton_ablation,13,3,0.2,0.5,0.0,0.0,0.0,0.0,2000,71,0.0355,0.04308238521926414,1929,330.3014399998428
singleton_ablation,14,3,0.2,1,0.0,0.0,0.0,0.0,2000,103,0.0515,0.06038108465981985,1897,283.1155199998743
singleton_ablation,15,3,0.2,2,0.0,0.0,0.0,0.0,2000,200,0.1,0.11172309313599685,1800,259.52255999988995
singleton_ablation,16,3,0.2,5,0.0,0.0,0.0,0.0,2000,447,0.2235,0.23936797046028652,1553,245.3667839998938
singleton_ablation,17,3,0.2,10,0.0,0.0,0.0,0.0,2000,787,0.3935,0.41182537521346424,1213,240.64819199989435
singleton_ablation,18,3,0.2,20,0.0,0.0,0.0,0.0,2000,1199,0.5995,0.6176556776101476,801,238.28889599989455
singleton_ablation,19,3,0.2,30,0.0,0.0,0.0,0.0,2000,1444,0.722,0.7384795002814724,556,237.50246399989473
singleton_ablation,20,3,0.2,60,0.0,0.0,0.0,0.0,2000,1785,0.8925,0.9037110437596108,215,236.7160319998948
singleton_ablation,21,3,0.2,100,0.0,0.0,0.0,0.0,2000,1914,0.957,0.9642087073053598,86,236.401459199895
singleton_ablation,22,3,0.2,150,0.0,0.0,0.0,0.0,2000,1971,0.9855,0.9896081045615762,29,236.2441727998949
singleton_ablation,23,3,0.2,300,0.0,0.0,0.0,0.0,2000,1995,0.9975,0.9990144248255726,5,236.08688639989492
singleton_ablation,24,3,0.5,0.2,0.0,0.0,0.0,0.0,2000,75,0.0375,0.045260929690788806,1925,330.3014399998879
singleton_ablation,25,3,0.5,0.5,0.0,0.0,0.0,0.0,2000,108,0.054,0.06306152617975364,1892,188.7436799999459
singleton_ablation,26,3,0.5,1,0.0,0.0,0.0,0.0,2000,140,0.07,0.08011122747762331,1860,141.55775999995177
singleton_ablation,27,3,0.5,2,0.0,0.0,0.0,0.0,2000,237,0.1185,0.13105402369819577,1763,117.96479999995474
singleton_ablation,28,3,0.5,5,0.0,0.0,0.0,0.0,2000,483,0.2415,0.2577671138702572,1517,103.80902399995655
singleton_ablation,29,3,0.5,10,0.0,0.0,0.0,0.0,2000,820,0.41,0.4284289522320593,1180,99.09043199995712
singleton_ablation,30,3,0.5,20,0.0,0.0,0.0,0.0,2000,1223,0.6115,0.629547442954109,777,96.73113599995743
singleton_ablation,31,3,0.5,30,0.0,0.0,0.0,0.0,2000,1459,0.7295,0.7458318549220955,541,95.94470399995751
singleton_ablation,32,3,0.5,60,0.0,0.0,0.0,0.0,2000,1795,0.8975,0.9084686655160152,205,95.15827199995759
singleton_ablation,33,3,0.5,100,0.0,0.0,0.0,0.0,2000,1916,0.958,0.9651241427720458,84,94.84369919995768
singleton_ablation,34,3,0.5,150,0.0,0.0,0.0,0.0,2000,1972,0.986,0.9900319336430571,28,94.68641279995775
singleton_ablation,35,3,0.5,300,0.0,0.0,0.0,0.0,2000,1995,0.9975,0.9990144248255726,5,94.52912639995772
