timestamp_utc,algorithm_version,east_valid,west_valid,east_quality_flag,west_quality_flag,d0_lambda_E_s-1,d0_lambda_W_s-1,d0_lambda_central_s-1,d0_lambda_central_h-1,d0_m5_central_bits,d0_primary_central_s-1,d0_secondary_central_s-1,d1_lambda_E_s-1,d1_lambda_W_s-1,d1_lambda_central_s-1,d1_lambda_central_h-1,d1_m5_central_bits,d1_primary_central_s-1,d1_secondary_central_s-1,d2_lambda_E_s-1,d2_lambda_W_s-1,d2_lambda_central_s-1,d2_lambda_central_h-1,d2_m5_central_bits,d2_primary_central_s-1,d2_secondary_central_s-1,d3_lambda_E_s-1,d3_lambda_W_s-1,d3_lambda_central_s-1,d3_lambda_central_h-1,d3_m5_central_bits,d3_primary_central_s-1,d3_secondary_central_s-1,d5_lambda_E_s-1,d5_lambda_W_s-1,d5_lambda_central_s-1,d5_lambda_central_h-1,d5_m5_central_bits,d5_primary_central_s-1,d5_secondary_central_s-1,d7_lambda_E_s-1,d7_lambda_W_s-1,d7_lambda_central_s-1,d7_lambda_central_h-1,d7_m5_central_bits,d7_primary_central_s-1,d7_secondary_central_s-1,d10_lambda_E_s-1,d10_lambda_W_s-1,d10_lambda_central_s-1,d10_lambda_central_h-1,d10_m5_central_bits,d10_primary_central_s-1,d10_secondary_central_s-1,d0_measured_support_central_s-1,d0_low_gamma0_central_s-1,d0_low_gamma4_central_s-1
2026-02-16T07:55:00+00:00,3.3,1,1,0,0,2.6204808e+00,1.3071968e+00,1.9638388e+00,7.0698196e+03,5.8915163e+02,1.9638388e+00,0.0000000e+00,8.5801282e-05,1.0115777e-04,9.3479526e-05,3.3652629e-01,2.8043858e-02,9.3470620e-05,8.9055403e-09,4.5750062e-05,6.1410285e-05,5.3580174e-05,1.9288863e-01,1.6074052e-02,5.3569093e-05,1.1080243e-08,2.1122712e-05,3.0926567e-05,2.6024640e-05,9.3688703e-02,7.8073919e-03,2.6011377e-05,1.3262804e-08,4.9771571e-06,9.6394768e-06,7.3083170e-06,2.6309941e-02,2.1924951e-03,7.3023160e-06,6.0009561e-09,5.3550568e-06,8.2644868e-06,6.8097718e-06,2.4515178e-02,2.0429315e-03,6.8071666e-06,2.6051734e-09,5.6163718e-06,6.9923602e-06,6.3043660e-06,2.2695718e-02,1.8913098e-03,6.3022753e-06,2.0907145e-09,1.0809093e+00,1.7554157e+00,2.2785964e+00
2026-02-16T08:00:00+00:00,3.3,1,1,0,0,3.0861043e+00,1.4398501e+00,2.2629772e+00,8.1467180e+03,6.7889316e+02,2.2629772e+00,0.0000000e+00,1.1692856e-04,6.9567344e-05,9.3247952e-05,3.3569263e-01,2.7974386e-02,9.3236991e-05,1.0960596e-08,7.8003530e-05,3.1061064e-05,5.4532297e-05,1.9631627e-01,1.6359689e-02,5.4518702e-05,1.3594830e-08,4.2261084e-05,1.4615161e-05,2.8438122e-05,1.0237724e-01,8.5314367e-03,2.8422230e-05,1.5892414e-08,1.5740174e-05,4.2652506e-06,1.0002712e-05,3.6009765e-02,3.0008137e-03,9.9936252e-06,9.0871906e-09,1.1818109e-05,5.3792593e-06,8.5986840e-06,3.0955262e-02,2.5796052e-03,8.5936824e-06,5.0016375e-09,8.3982613e-06,6.1417949e-06,7.2700281e-06,2.6172101e-02,2.1810084e-03,7.2663798e-06,3.6482620e-09,1.2452750e+00,2.0227399e+00,2.6257803e+00
2026-02-16T08:05:00+00:00,3.3,1,1,0,0,3.5946093e+00,1.7354382e+00,2.6650238e+00,9.5940856e+03,7.9950713e+02,2.6650238e+00,0.0000000e+00,3.6093578e-05,1.0036611e-04,6.8229845e-05,2.4562744e-01,2.0468954e-02,6.8220116e-05,9.7297774e-09,3.5055310e-05,6.0603515e-05,4.7829412e-05,1.7218588e-01,1.4348824e-02,4.7817834e-05,1.1578237e-08,2.1284884e-05,3.0110271e-05,2.5697578e-05,9.2511279e-02,7.7092733e-03,2.5684125e-05,1.3452602e-08,1.0936703e-05,8.8143384e-06,9.8755206e-06,3.5551874e-02,2.9626562e-03,9.8673903e-06,8.1303047e-09,9.3556611e-06,7.4376224e-06,8.3966418e-06,3.0227910e-02,2.5189925e-03,8.3922210e-06,4.4207751e-09,7.9033663e-06,6.1619179e-06,7.0326421e-06,2.5317512e-02,2.1097926e-03,7.0296017e-06,3.0403983e-09,1.4666103e+00,2.3821280e+00,3.0922491e+00
2026-02-16T08:10:00+00:00,3.3,1,1,0,0,2.8096330e+00,1.2207535e+00,2.0151933e+00,7.2546957e+03,6.0455798e+02,2.0151933e+00,0.0000000e+00,9.0578155e-05,1.3246975e-04,1.1152395e-04,4.0148623e-01,3.3457186e-02,1.1151770e-04,6.2532931e-09,1.8470752e-05,7.1474761e-05,4.4972757e-05,1.6190192e-01,1.3491827e-02,4.4963731e-05,9.0251025e-09,1.0260070e-05,3.0356289e-05,2.0308179e-05,7.3109446e-02,6.0924538e-03,2.0297058e-05,1.1121172e-08,5.1885428e-06,3.2656115e-06,4.2270772e-06,1.5217478e-02,1.2681231e-03,4.2235257e-06,3.5514688e-09,5.9518263e-06,3.6348451e-06,4.7933357e-06,1.7256009e-02,1.4380007e-03,4.7919513e-06,1.3843903e-09,6.4774611e-06,3.8915626e-06,5.1845118e-06,1.8664243e-02,1.5553536e-03,5.1827686e-06,1.7432143e-09,1.1089731e+00,1.8012722e+00,2.3382539e+00
2026-02-16T08:15:00+00:00,3.3,1,1,0,0,2.6967979e+00,1.3034772e+00,2.0001376e+00,7.2004952e+03,6.0004127e+02,2.0001376e+00,0.0000000e+00,5.6105292e-05,6.5213609e-05,6.0659450e-05,2.1837402e-01,1.8197835e-02,6.0650776e-05,8.6743156e-09,2.1427992e-05,6.0746601e-05,4.1087297e-05,1.4791427e-01,1.2326189e-02,4.1076929e-05,1.0367143e-08,1.5869011e-05,3.0250248e-05,2.3059630e-05,8.3014666e-02,6.9178889e-03,2.3047811e-05,1.1818072e-08,1.0776429e-05,8.5803859e-06,9.6784073e-06,3.4842266e-02,2.9035222e-03,9.6716558e-06,6.7514833e-09,8.8173617e-06,6.4615468e-06,7.6394542e-06,2.7502035e-02,2.2918363e-03,7.6363940e-06,3.0601904e-09,7.1086325e-06,4.6817129e-06,5.8951727e-06,2.1222622e-02,1.7685518e-03,5.8938251e-06,1.3476394e-09,1.1007147e+00,1.7878211e+00,2.3207750e+00
2026-02-16T08:20:00+00:00,3.3,1,1,0,0,3.7492755e+00,1.6058649e+00,2.6775702e+00,9.6392526e+03,8.0327105e+02,2.6775702e+00,0.0000000e+00,5.0607395e-05,3.3862792e-05,4.2235094e-05,1.5204634e-01,1.2670528e-02,4.2229958e-05,5.1355381e-09,4.5784337e-05,3.0643509e-05,3.8213923e-05,1.3757012e-01,1.1464177e-02,3.8208489e-05,5.4343600e-09,2.1139430e-05,1.4193609e-05,1.7666520e-05,6.3599470e-02,5.2999559e-03,1.7659699e-05,6.8209432e-09,5.3687224e-06,3.2799204e-06,4.3243214e-06,1.5567557e-02,1.2972964e-03,4.3211963e-06,3.1251507e-09,6.5104720e-06,3.2790796e-06,4.8947758e-06,1.7621193e-02,1.4684327e-03,4.8933834e-06,1.3924609e-09,7.2941556e-06,3.2808037e-06,5.2874796e-06,1.9034927e-02,1.5862439e-03,5.2857153e-06,1.7643769e-09,1.4734309e+00,2.3933228e+00,3.1068367e+00
2026-02-16T08:25:00+00:00,3.3,1,1,0,0,5.1679337e+00,2.0338719e+00,3.6009028e+00,1.2963250e+04,1.0802708e+03,3.6009028e+00,0.0000000e+00,9.8945861e-05,1.2015139e-04,1.0954863e-04,3.9437506e-01,3.2864588e-02,1.0954038e-04,8.2503289e-09,7.3274049e-05,4.4710499e-05,5.8992274e-05,2.1237219e-01,1.7697682e-02,5.8981957e-05,1.0316760e-08,3.2185463e-05,2.0035099e-05,2.6110281e-05,9.3997012e-02,7.8330843e-03,2.6097608e-05,1.2673547e-08,5.3167537e-06,3.6661754e-06,4.4914646e-06,1.6169272e-02,1.3474394e-03,4.4873613e-06,4.1032480e-09,6.0744235e-06,3.6650321e-06,4.8697278e-06,1.7531020e-02,1.4609183e-03,4.8687871e-06,9.4070942e-10,6.5955265e-06,3.6679617e-06,5.1317441e-06,1.8474279e-02,1.5395232e-03,5.1305722e-06,1.1718576e-09,1.9816419e+00,3.2186624e+00,4.1781570e+00
2026-02-16T08:30:00+00:00,3.3,1,1,0,0,2.4375605e+00,1.2182323e+00,1.8278964e+00,6.5804270e+03,5.4836892e+02,1.8278964e+00,0.0000000e+00,8.5394877e-05,1.3381682e-04,1.0960585e-04,3.9458105e-01,3.2881754e-02,1.0959591e-04,9.9397019e-09,4.5337935e-05,7.4815548e-05,6.0076742e-05,2.1627627e-01,1.8023022e-02,6.0064263e-05,1.2479060e-08,2.0704798e-05,3.6111828e-05,2.8408313e-05,1.0226993e-01,8.5224940e-03,2.8393355e-05,1.4958639e-08,4.7488251e-06,9.1818072e-06,6.9653161e-06,2.5075138e-02,2.0895948e-03,6.9588744e-06,6.4417423e-09,5.5078371e-06,7.4339201e-06,6.4708786e-06,2.3295163e-02,1.9412636e-03,6.4682598e-06,2.6187525e-09,6.0280017e-06,5.9078973e-06,5.9679495e-06,2.1484618e-02,1.7903848e-03,5.9658425e-06,2.1070226e-09,1.0058905e+00,1.6338549e+00,2.1209353e+00
2026-02-16T08:35:00+00:00,3.3,1,1,0,0,4.0635029e+00,1.2510576e+00,2.6572803e+00,9.5662089e+03,7.9718408e+02,2.6572803e+00,0.0000000e+00,5.0574313e-05,8.4159472e-05,6.7366892e-05,2.4252081e-01,2.0210068e-02,6.7358856e-05,8.0363135e-09,4.7931003e-05,4.4038784e-05,4.5984893e-05,1.6554562e-01,1.3795468e-02,4.5975457e-05,9.4364137e-09,2.5944798e-05,1.9372233e-05,2.2658515e-05,8.1570655e-02,6.7975546e-03,2.2647314e-05,1.1200850e-08,9.9597355e-06,3.3808309e-06,6.6702832e-06,2.4013020e-02,2.0010850e-03,6.6645007e-06,5.7825721e-09,8.0003126e-06,4.1243634e-06,6.0623380e-06,2.1824417e-02,1.8187014e-03,6.0596060e-06,2.7319985e-09,6.2930504e-06,4.6358565e-06,5.4644534e-06,1.9672032e-02,1.6393360e-03,5.4623316e-06,2.1218047e-09,1.4623253e+00,2.3752009e+00,3.0832726e+00
2026-02-16T08:40:00+00:00,3.3,1,1,0,0,2.5175960e+00,1.0620410e+00,1.7898185e+00,6.4433465e+03,5.3694554e+02,1.7898185e+00,0.0000000e+00,7.0455868e-05,1.1145295e-04,9.0954410e-05,3.2743588e-01,2.7286323e-02,9.0937093e-05,1.7317356e-08,5.2359002e-05,1.0412845e-04,7.8243726e-05,2.8167741e-01,2.3473118e-02,7.8224080e-05,1.9645841e-08,3.3017538e-05,5.1364471e-05,4.2191005e-05,1.5188762e-01,1.2657301e-02,4.2168628e-05,2.2376547e-08,1.7382471e-05,1.3671652e-05,1.5527061e-05,5.5897420e-02,4.6581184e-03,1.5513246e-05,1.3815394e-08,1.3460403e-05,9.8029125e-06,1.1631658e-05,4.1873968e-02,3.4894973e-03,1.1625088e-05,6.5695100e-09,1.0036579e-05,6.4893328e-06,8.2629559e-06,2.9746641e-02,2.4788868e-03,8.2597429e-06,3.2129502e-09,9.8499855e-01,1.5998339e+00,2.0767307e+00
2026-02-16T08:45:00+00:00,3.3,1,1,0,0,2.2497566e+00,8.5788386e-01,1.5538203e+00,5.5937529e+03,4.6614608e+02,1.5538203e+00,0.0000000e+00,1.4911164e-04,7.9920925e-05,1.1451628e-04,4.1225862e-01,3.4354885e-02,1.1450313e-04,1.3157617e-08,8.8757486e-05,7.1874042e-05,8.0315764e-05,2.8913675e-01,2.4094729e-02,8.0300790e-05,1.4974010e-08,4.2126878e-05,3.0751696e-05,3.6439287e-05,1.3118143e-01,1.0931786e-02,3.6421306e-05,1.7980719e-08,9.7919661e-06,4.0386980e-06,6.9153321e-06,2.4895195e-02,2.0745996e-03,6.9070727e-06,8.2593883e-09,7.8280033e-06,5.1516333e-06,6.4898183e-06,2.3363346e-02,1.9469455e-03,6.4866239e-06,3.1943992e-09,6.1188589e-06,5.9162192e-06,6.0175391e-06,2.1663141e-02,1.8052617e-03,6.0148425e-06,2.6965883e-09,8.5498707e-01,1.3888547e+00,1.8029490e+00
2026-02-16T08:50:00+00:00,3.3,1,1,0,0,2.0689572e+00,7.9105557e-01,1.4300064e+00,5.1480230e+03,4.2900191e+02,1.4300064e+00,0.0000000e+00,1.1928581e-04,1.0465953e-04,1.1197267e-04,4.0310161e-01,3.3591801e-02,1.1196640e-04,6.2644592e-09,5.9940088e-05,3.0800475e-05,4.5370281e-05,1.6333301e-01,1.3611084e-02,4.5361264e-05,9.0174858e-09,2.7064622e-05,1.4342606e-05,2.0703614e-05,7.4533010e-02,6.2110842e-03,2.0692474e-05,1.1139888e-08,5.6410990e-06,3.7951099e-06,4.7181044e-06,1.6985176e-02,1.4154313e-03,4.7142400e-06,3.8644378e-09,6.3992968e-06,4.5388809e-06,5.4690889e-06,1.9688720e-02,1.6407267e-03,5.4672553e-06,1.8335306e-09,6.9203870e-06,5.0490329e-06,5.9847099e-06,2.1544956e-02,1.7954130e-03,5.9823868e-06,2.3231009e-09,7.8694922e-01,1.2782072e+00,1.6592514e+00
2026-02-16T08:55:00+00:00,3.3,1,1,0,0,1.8013640e+00,6.1080427e-01,1.2060841e+00,4.3419029e+03,3.6182524e+02,1.2060841e+00,0.0000000e+00,1.6380927e-04,1.1494861e-04,1.3937894e-04,5.0176419e-01,4.1813683e-02,1.3936477e-04,1.4172115e-08,1.0182590e-04,7.1573981e-05,8.6699942e-05,3.1211979e-01,2.6009983e-02,8.6683342e-05,1.6599647e-08,4.6957376e-05,3.0430406e-05,3.8693891e-05,1.3929801e-01,1.1608167e-02,3.8674094e-05,1.9797197e-08,9.1621645e-06,3.1400059e-06,6.1510852e-06,2.2143907e-02,1.8453256e-03,6.1433303e-06,7.7549009e-09,7.1978097e-06,3.1369312e-06,5.1673705e-06,1.8602534e-02,1.5502111e-03,5.1655206e-06,1.8498844e-09,5.4888345e-06,3.1394254e-06,4.3141300e-06,1.5530868e-02,1.2942390e-03,4.3131588e-06,9.7118770e-10,6.6366707e-01,1.0780420e+00,1.3994517e+00
2026-02-16T09:00:00+00:00,3.3,1,1,0,0,1.7275373e+00,5.1297165e-01,1.1202545e+00,4.0329161e+03,3.3607634e+02,1.1202545e+00,0.0000000e+00,8.1857900e-05,5.3092552e-05,6.7475226e-05,2.4291081e-01,2.0242568e-02,6.7464441e-05,1.0785198e-08,7.5994152e-05,3.4182701e-05,5.5088427e-05,1.9831834e-01,1.6526528e-02,5.5075978e-05,1.2449099e-08,3.7566177e-05,2.0125298e-05,2.8845738e-05,1.0384466e-01,8.6537213e-03,2.8831015e-05,1.4722869e-08,1.0865408e-05,1.0472904e-05,1.0669156e-05,3.8408962e-02,3.2007468e-03,1.0659341e-05,9.8154446e-09,9.2821951e-06,1.0585090e-05,9.9336427e-06,3.5761114e-02,2.9800928e-03,9.9274231e-06,6.2195541e-09,7.8316407e-06,1.0325810e-05,9.0787254e-06,3.2683411e-02,2.7236176e-03,9.0734203e-06,5.3050767e-09,6.1649731e-01,1.0013383e+00,1.2998401e+00
2026-02-16T09:05:00+00:00,3.3,1,1,0,0,1.7836414e+00,4.7395712e-01,1.1287993e+00,4.0636774e+03,3.3863978e+02,1.1287993e+00,0.0000000e+00,2.1989190e-05,1.0022268e-04,6.1105934e-05,2.1998136e-01,1.8331780e-02,6.1101799e-05,4.1347884e-09,4.3663104e-06,5.8467762e-05,3.1417036e-05,1.1310133e-01,9.4251109e-03,3.1411744e-05,5.2924106e-09,4.3669220e-06,2.5554324e-05,1.4960623e-05,5.3858243e-02,4.4881869e-03,1.4954147e-05,6.4755760e-09,4.3685761e-06,3.9113365e-06,4.1399563e-06,1.4903843e-02,1.2419869e-03,4.1379106e-06,2.0457771e-09,4.3710921e-06,4.2807298e-06,4.3259109e-06,1.5573279e-02,1.2977733e-03,4.3254513e-06,4.5965084e-10,4.3749609e-06,4.5364227e-06,4.4556918e-06,1.6040490e-02,1.3367075e-03,4.4550682e-06,6.2354346e-10,6.2117028e-01,1.0089691e+00,1.3097651e+00
2026-02-16T09:10:00+00:00,3.3,1,1,0,0,1.1413676e+00,3.0202775e-01,7.2169767e-01,2.5981116e+03,2.1650930e+02,7.2169767e-01,0.0000000e+00,9.8591843e-05,1.4845152e-04,1.2352168e-04,4.4467805e-01,3.7056504e-02,1.2350854e-04,1.3139329e-08,7.5102301e-05,8.5821715e-05,8.0462008e-05,2.8966323e-01,2.4138602e-02,8.0446776e-05,1.5231588e-08,3.6679299e-05,3.6452260e-05,3.6565780e-05,1.3163681e-01,1.0969734e-02,3.6547630e-05,1.8149713e-08,9.7938946e-06,3.7098353e-06,6.7518649e-06,2.4306714e-02,2.0255595e-03,6.7445429e-06,7.3220712e-09,7.8298203e-06,3.7083070e-06,5.7690637e-06,2.0768629e-02,1.7307191e-03,5.7672164e-06,1.8472628e-09,6.1179971e-06,3.7142487e-06,4.9161229e-06,1.7698042e-02,1.4748369e-03,4.9151217e-06,1.0011589e-09,3.9715951e-01,6.4508769e-01,8.3739303e-01
2026-02-16T09:15:00+00:00,3.3,1,1,0,0,1.4146490e+00,2.8674121e-01,8.5069511e-01,3.0625024e+03,2.5520853e+02,8.5069511e-01,0.0000000e+00,5.0376648e-05,9.8342971e-05,7.4359809e-05,2.6769531e-01,2.2307943e-02,7.4349923e-05,9.8866426e-09,4.5553234e-05,7.4609056e-05,6.0081145e-05,2.1629212e-01,1.8024344e-02,6.0070276e-05,1.0869103e-08,2.0906950e-05,3.5884918e-05,2.8395934e-05,1.0222536e-01,8.5187801e-03,2.8382948e-05,1.2985864e-08,4.7513667e-06,9.1246442e-06,6.9380054e-06,2.4976820e-02,2.0814016e-03,6.9315692e-06,6.4361822e-09,5.1304733e-06,7.7485362e-06,6.4395048e-06,2.3182217e-02,1.9318514e-03,6.4368968e-06,2.6079925e-09,5.3925533e-06,6.4756682e-06,5.9341108e-06,2.1362799e-02,1.7802332e-03,5.9320255e-06,2.0852707e-09,4.6807545e-01,7.6037447e-01,9.8709610e-01
2026-02-16T09:20:00+00:00,3.3,1,1,0,0,1.0690177e+00,1.9763976e-01,6.3332875e-01,2.2799835e+03,1.8999863e+02,6.3332875e-01,0.0000000e+00,1.5460237e-04,1.1321722e-04,1.3390979e-04,4.8207525e-01,4.0172938e-02,1.3389578e-04,1.4008743e-08,6.4435796e-05,8.5916982e-05,7.5176389e-05,2.7063500e-01,2.2552917e-02,7.5159128e-05,1.7261469e-08,3.6897089e-05,3.6591611e-05,3.6744350e-05,1.3227966e-01,1.1023305e-02,3.6724158e-05,2.0192130e-08,1.5631690e-05,4.0675050e-06,9.8495976e-06,3.5458551e-02,2.9548793e-03,9.8401587e-06,9.4389118e-09,1.1326999e-05,4.4361563e-06,7.8815775e-06,2.8373679e-02,2.3644732e-03,7.8779258e-06,3.6516340e-09,7.6414570e-06,4.6933835e-06,6.1674202e-06,2.2202713e-02,1.8502261e-03,6.1654897e-06,1.9305311e-09,3.4851211e-01,5.6609537e-01,7.3486369e-01
2026-02-16T09:25:00+00:00,3.3,1,1,0,0,1.1686248e+00,3.4507171e-01,7.5684827e-01,2.7246538e+03,2.2705448e+02,7.5684827e-01,0.0000000e+00,1.4616084e-04,6.8564327e-05,1.0736258e-04,3.8650530e-01,3.2208775e-02,1.0735225e-04,1.0338320e-08,9.9677385e-05,4.6103549e-05,7.2890467e-05,2.6240568e-01,2.1867140e-02,7.2878453e-05,1.2013550e-08,4.2211957e-05,2.1451494e-05,3.1831725e-05,1.1459421e-01,9.5495176e-03,3.1816607e-05,1.5117994e-08,4.8617243e-06,6.0294713e-06,5.4455978e-06,1.9604152e-02,1.6336793e-03,5.4384275e-06,7.1702928e-09,6.3798704e-06,7.8888458e-06,7.1343581e-06,2.5683689e-02,2.1403074e-03,7.1302481e-06,4.1100801e-09,7.4214640e-06,9.1641990e-06,8.2928315e-06,2.9854193e-02,2.4878494e-03,8.2876408e-06,5.1906826e-09,4.1644479e-01,6.7649314e-01,8.7819950e-01
2026-02-16T09:30:00+00:00,3.3,1,1,0,0,1.7169901e+00,5.9297578e-01,1.1549830e+00,4.1579387e+03,3.4649489e+02,1.1549830e+00,0.0000000e+00,3.5407452e-05,1.2113596e-04,7.8271706e-05,2.8177814e-01,2.3481512e-02,7.8264824e-05,6.8818719e-09,3.2193101e-05,4.7691309e-05,3.9942205e-05,1.4379194e-01,1.1982662e-02,3.9933183e-05,9.0221900e-09,1.5764726e-05,2.5422156e-05,2.0593441e-05,7.4136387e-02,6.1780323e-03,2.0582657e-05,1.0783541e-08,4.8696231e-06,9.9518528e-06,7.4107379e-06,2.6678657e-02,2.2232214e-03,7.4052957e-06,5.4422414e-09,4.8701333e-06,9.3215988e-06,7.0958660e-06,2.5545118e-02,2.1287598e-03,7.0928281e-06,3.0379629e-09,4.8749296e-06,8.5567876e-06,6.7158586e-06,2.4177091e-02,2.0147576e-03,6.7132112e-06,2.6474599e-09,6.3566275e-01,1.0323930e+00,1.3401166e+00
2026-02-16T09:35:00+00:00,3.3,1,1,0,0,1.5205131e+00,7.3423786e-01,1.1273755e+00,4.0585518e+03,3.3821265e+02,1.1273755e+00,0.0000000e+00,1.0065239e-04,1.1315319e-04,1.0690279e-04,3.8485005e-01,3.2070837e-02,1.0689252e-04,1.0269541e-08,5.8978371e-05,8.5858205e-05,7.2418288e-05,2.6070584e-01,2.1725486e-02,7.2406639e-05,1.1648813e-08,2.6130082e-05,3.6531513e-05,3.1330797e-05,1.1279087e-01,9.3992392e-03,3.1316444e-05,1.4353654e-08,4.7221836e-06,4.0019450e-06,4.3620643e-06,1.5703431e-02,1.3086193e-03,4.3567840e-06,5.2802698e-09,5.4812802e-06,4.3718718e-06,4.9265760e-06,1.7735674e-02,1.4779728e-03,4.9251812e-06,1.3948116e-09,6.0040329e-06,4.6305454e-06,5.3172891e-06,1.9142241e-02,1.5951867e-03,5.3155295e-06,1.7596491e-09,6.2044313e-01,1.0077098e+00,1.3080930e+00
2026-02-16T09:40:00+00:00,3.3,1,1,0,0,1.5857664e+00,6.9054501e-01,1.1381557e+00,4.0973605e+03,3.4144671e+02,1.1381557e+00,0.0000000e+00,5.4040477e-05,1.2890205e-04,9.1471263e-05,3.2929655e-01,2.7441379e-02,9.1458299e-05,1.2963742e-08,3.7555668e-05,9.9990039e-05,6.8772853e-05,2.4758227e-01,2.0631856e-02,6.8757972e-05,1.4881163e-08,2.6441813e-05,4.2432933e-05,3.4437373e-05,1.2397454e-01,1.0331212e-02,3.4419939e-05,1.7433700e-08,1.6065356e-05,4.8165621e-06,1.0440959e-05,3.7587452e-02,3.1322877e-03,1.0431325e-05,9.6340069e-09,1.1764113e-05,5.9282213e-06,8.8461673e-06,3.1846202e-02,2.6538502e-03,8.8416203e-06,4.5469390e-09,8.0821681e-06,6.6934289e-06,7.3877985e-06,2.6596075e-02,2.2163396e-03,7.3847296e-06,3.0688826e-09,6.2623556e-01,1.0173126e+00,1.3206513e+00
2026-02-16T09:45:00+00:00,3.3,1,1,0,0,1.0371295e+00,4.6920980e-01,7.5316965e-01,2.7114108e+03,2.2595090e+02,7.5316965e-01,0.0000000e+00,1.1168011e-04,2.0940941e-05,6.6310528e-05,2.3871790e-01,1.9893158e-02,6.6303383e-05,7.1444406e-09,1.0042458e-04,3.2958343e-06,5.1860208e-05,1.8669675e-01,1.5558062e-02,5.1852606e-05,7.6016597e-09,4.2917924e-05,3.2997403e-06,2.3108832e-05,8.3191796e-02,6.9326497e-03,2.3099565e-05,9.2672876e-09,4.7742475e-06,3.2996799e-06,4.0369637e-06,1.4533069e-02,1.2110891e-03,4.0339362e-06,3.0275330e-09,4.7673975e-06,3.3032422e-06,4.0353199e-06,1.4527152e-02,1.2105960e-03,4.0353013e-06,1.8532197e-11,4.7685260e-06,3.3087194e-06,4.0386227e-06,1.4539042e-02,1.2115868e-03,4.0386016e-06,2.1081511e-11,4.1439107e-01,6.7319809e-01,8.7394161e-01
2026-02-16T09:50:00+00:00,3.3,1,1,0,0,1.0295831e+00,4.0230662e-01,7.1594484e-01,2.5774014e+03,2.1478345e+02,7.1594484e-01,0.0000000e+00,1.2143936e-04,1.1802217e-04,1.1973076e-04,4.3103075e-01,3.5919229e-02,1.1971979e-04,1.0976057e-08,5.0388497e-05,5.8575067e-05,5.4481782e-05,1.9613441e-01,1.6344535e-02,5.4467220e-05,1.4562194e-08,3.1033273e-05,2.5650652e-05,2.8341962e-05,1.0203106e-01,8.5025887e-03,2.8325069e-05,1.6893588e-08,1.5189853e-05,3.9974242e-06,9.5936386e-06,3.4537099e-02,2.8780916e-03,9.5854933e-06,8.1453602e-09,1.0887968e-05,4.3683161e-06,7.6281419e-06,2.7461311e-02,2.2884426e-03,7.6244981e-06,3.6438486e-09,7.2067459e-06,4.6261612e-06,5.9164535e-06,2.1299233e-02,1.7749361e-03,5.9145146e-06,1.9389225e-09,3.9402343e-01,6.3995256e-01,8.3070735e-01
2026-02-16T09:55:00+00:00,3.3,1,1,0,0,9.5207805e-01,4.0907387e-01,6.8057596e-01,2.4500735e+03,2.0417279e+02,6.8057596e-01,0.0000000e+00,8.2622500e-05,1.1797640e-04,1.0029945e-04,3.6107802e-01,3.0089835e-02,1.0029121e-04,8.2359480e-09,5.8518328e-05,5.8483049e-05,5.8500689e-05,2.1060248e-01,1.7550207e-02,5.8490896e-05,9.7930549e-09,2.5608088e-05,2.5523115e-05,2.5565602e-05,9.2036166e-02,7.6696805e-03,2.5553648e-05,1.1953167e-08,3.9692024e-06,3.6580888e-06,3.8136456e-06,1.3729124e-02,1.1440937e-03,3.8098570e-06,3.7885952e-09,4.3485403e-06,3.6573356e-06,4.0029379e-06,1.4410577e-02,1.2008814e-03,4.0024570e-06,4.8097006e-10,4.6131871e-06,3.6618877e-06,4.1375374e-06,1.4895135e-02,1.2412612e-03,4.1369282e-06,6.0920997e-10,3.7450763e-01,6.0832593e-01,7.8968698e-01
2026-02-16T10:00:00+00:00,3.3,1,1,0,0,9.7845593e-01,4.7890464e-01,7.2868029e-01,2.6232490e+03,2.1860409e+02,7.2868029e-01,0.0000000e+00,6.7833488e-05,7.1763175e-05,6.9798332e-05,2.5127399e-01,2.0939499e-02,6.9794114e-05,4.2170511e-09,4.5332742e-05,1.7085200e-05,3.1208971e-05,1.1235230e-01,9.3626913e-03,3.1202951e-05,6.0194862e-09,2.0639519e-05,8.8441087e-06,1.4741814e-05,5.3070530e-02,4.4225441e-03,1.4734178e-05,7.6353521e-09,5.2094306e-06,3.5615056e-06,4.3854681e-06,1.5787685e-02,1.3156404e-03,4.3818182e-06,3.6498695e-09,7.1116904e-06,3.9353284e-06,5.5235094e-06,1.9884634e-02,1.6570528e-03,5.5207510e-06,2.7583555e-09,8.4150050e-06,4.1931658e-06,6.3040854e-06,2.2694707e-02,1.8912256e-03,6.3005977e-06,3.4876805e-09,4.0097535e-01,6.5132274e-01,8.4550460e-01
